File Name,Flutype,Result,RC,Message,Include Proof,Mobile out
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131905.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131907.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131909.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131911.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131912.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131918.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength2\IMG_20200108_131921.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134410.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134423.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134430.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134436.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134440.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134447.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134450.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134454.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134459.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134504.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20191202_134507.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185512.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185513.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185514.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185516.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185517.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200107_185520.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132030.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132032.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132033.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132034.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132036.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132037.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132038.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength3\IMG_20200108_132039.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133658.jpg,Atype,FAIL,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133700.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133703.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133712.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133720.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133723.jpg,Atype,FAIL,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133726.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133728.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133758.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133803.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191202_133817.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131243.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131310.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131347.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131357.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131408.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131410.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131535.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131538.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131545.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131548.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131639.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131643.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131645.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131702.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131704.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131705.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131708.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131714.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131738.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131741.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20191204_131754.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185533.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185534.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185535.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185537.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185538.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200107_185539.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132141.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132143.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132143_1.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132145.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132145_1.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132153.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132155.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength4\IMG_20200108_132158.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120801.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120807.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120811.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120818.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120821.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120831.jpg,Atype,FAIL,3,A+Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120833.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120857.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120954.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_120958.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121002.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121006.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121012.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121015.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121018.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121033.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121035.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121046.jpg,Atype,PASS,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121048.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121053.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121055.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121058.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluA\Strength5\IMG_20191129_121100.jpg,Atype,PASS,1,Atype,TRUE,Inside Specs
